"shipname","captaina","yearam","fate","fate2","fate3","fate4","slamimp","vymrtrat"
"NS do Pilar S Miguel e Almas","Álvares, Manoel","1690","208"," "," "," ","105.3"," "
"NS dos Martírios","Marinho, Manoel Alves","1690","208"," "," "," ","412"," "
"NS dos Prazeres e S João Batista","Luz, João Antônio da","1691","208"," "," "," ","105.3"," "
"S Miguel e Almas","Pintado, Domingos de Souza","1691","208"," "," "," ","105.3"," "
"NS da Conceição","Dormondo, Brás Pereira","1691","208"," "," "," ","229.7"," "
"NS da Guia","Cabral, Francisco Teixeira","1691","208"," "," "," ","412"," "
"NS da Ajuda"," ","1691","208"," "," "," ","412"," "
" ","Vieira, Francisco Álvares","1692","208"," "," "," ","229.7"," "
"NS da Conceição e S Francisco Xavier","Matos, Pedro de","1692","208"," "," "," ","105.3"," "
"NS das Neves e S Catarina","Andrade, Antônio de","1693","208"," "," "," ","105.3"," "
"NS dos Prazeres e S João Batista","Costa, Domingos da","1693","208"," "," "," ","105.3"," "
"S Antônio e Almas","Sá, Carlos Moreira de","1693","208"," "," "," ","229.7"," "
"NS da Conceição S Antônio e Almas","Barros, Pascoal de Freitas","1693","208"," "," "," ","229.7"," "
"NS da Conceição","Dormondo, Brás Pereira","1693","208"," "," "," ","229.7"," "
"NS da Ajuda e S Antônio","Boavista, Manoel Alves","1693","208"," "," "," ","105.3"," "
"Espírito Santo e NS da Conceição","Cruz, João Pinheiro da","1694","208"," "," "," ","105.3"," "
"S Catarina e NS das Neves","Teles, Francisco","1694","208"," "," "," ","105.3"," "
"NS da Conceição S Antônio e Almas","Marralheiro, Jerônimo Fernandes","1694","208"," "," "," ","229.7"," "
"Jesus Maria José","Fonseca, João Pereira da","1694","208"," "," "," ","105.3"," "
" "," ","1695","208"," "," "," ","355.7"," "
"S Cristo NS da Conceição e S Antônio","Gomes, Sebastião","1695","208"," "," "," ","229.7"," "
"S Antônio e Almas","Guerreiro, Francisco de Frias","1695","208"," "," "," ","229.7"," "
"NS da Conceição e Prazeres","Silva, Francisco da Cunha","1695","208"," "," "," ","229.7"," "
"Bom Jesus e S Antônio","Pinto, Miguel de Souza","1695","208"," "," "," ","208.9"," "
"NS da Conceição e Santíssimo Sacramento","Lisboa, Manoel Gonçalves","1695","208"," "," "," ","229.7"," "
"NS de Nazaré e S Luzia","Coelho, André Vaz","1695","208"," "," "," ","105.3"," "
"NS da Penha da França e S Antônio","Peixoto, Manoel da Rocha","1695","208"," "," "," ","105.3"," "
"S Antônio e Almas","Gomes, Estácio","1695","208"," "," "," ","229.7"," "
"S Antônio e Almas","Sampaio, Lourenço Teixeira de","1695","208"," "," "," ","229.7"," "
"NS da Ajuda e Conceição","Pereira, Constantino de Azevedo","1695","208"," "," "," ","229.7"," "
" "," ","1695","208"," "," "," ","355.7"," "
"NS da Ajuda S Antônio e Almas","Oliveira, Manoel Fernandes de","1695","208"," "," "," ","105.3"," "
"NS da Conceição e S Antônio","Mendonça, Francisco de","1695","208"," "," "," ","260.4"," "
"S Antônio e Almas","Mexias, Bartolomeu","1695","208"," "," "," ","229.7"," "
"NS do Monserrat e S Antônio","Viana, Gonçalo Rodrigues","1696","208"," "," "," ","105.3"," "
"Santíssimo Sacramento e Almas","Quaresma, Domingos Vaz","1696","208"," "," "," ","105.3"," "
"S Cristo NS da Conceição e S Antônio","Gomes, Sebastião","1696","208"," "," "," ","229.7"," "
"S Antônio e Almas","Ribeiro, Ambrósio","1696","208"," "," "," ","105.3"," "
"NS da Conceição e NS dos Prazeres","Silva, Francisco da Cunha","1696","208"," "," "," ","229.7"," "
"NS do Rosario e S Antônio","Guerreiro, Francisco de Frias","1696","208"," "," "," ","229.7"," "
"NS da Conceição S Antônio e Almas","Valadares, Carlos Correa","1696","208"," "," "," ","105.3"," "
"NS da Conceição e S Antônio","Afonso, Domingos","1696","208"," "," "," ","105.3"," "
"Jesus Maria José e Santana","Torreão, Antônio Lopes","1696","208"," "," "," ","229.7"," "
"S Antônio e Almas","Sampaio, Lourenço Teixeira de","1696","208"," "," "," ","229.7"," "
"S José e S Boaventura","Couto, Pascoal Fernandes","1696","208"," "," "," ","105.3"," "
"NS do Monte do Carmo e S Antônio","Boavista, Manoel Álvares","1696","208"," "," "," ","229.7"," "
"Santíssimo Sacramento e NS da Conceição","Lisboa, Manoel Gonçalves","1696","208"," "," "," ","229.7"," "
"NS da Conceição e S Gonçalo","Neves, Domingos das","1696","59","5","14"," ","412"," "
"NS da Conceição e S Francisco Xavier","Sá, Antônio Barbosa de","1696","208"," "," "," ","105.3"," "
"NS da Conceição e S Antônio","Pimenta, Bento dos Banhos","1696","208"," "," "," ","105.3"," "
"NS da Ajuda e Conceição","Azevedo, Constantino de","1696","208"," "," "," ","229.7"," "
"S Antônio e Almas","Abreu, Manoel Gomes de","1696","208"," "," "," ","229.7"," "
"S Antônio e Almas","Mexias, Bartolomeu","1696","208"," "," "," ","229.7"," "
"NS da Conceição e NS dos Prazeres","Silva, Francisco da Cunha","1697","208"," "," "," ","229.7"," "
"NS do Monserrat e S Antônio","Viana, Gonçalo Rodrigues","1697","208"," "," "," ","105.3"," "
"NS do Rosario e S Antônio","Porto, João André","1697","208"," "," "," ","229.7"," "
"NS da Conceição e S Antônio","Mendes, Francisco","1697","208"," "," "," ","355.7"," "
"NS da Ajuda","Costa, Antônio da","1698","49","1","14","1","112"," "
"S Cristo NS da Conceição e S Antônio","Santos, Manoel Dias dos","1697","208"," "," "," ","229.7"," "
"Jesus Maria José e Santana","Batista, Francisco","1698","208"," "," "," ","229.7"," "
"NS da Ajuda S Antônio e Almas","Costa, Cosme da","1697","208"," "," "," ","229.7"," "
"S Antônio e Almas","Letria, Francisco de","1697","208"," "," "," ","229.7"," "
"NS do Monte do Carmo e S Antônio","Visa, Sebastião Gomes de","1697","208"," "," "," ","105.3"," "
"NS da Conceição e Bonsucesso","Dias, Francisco","1697","208"," "," "," ","229.7"," "
"Santíssimo Sacramento e NS da Conceição","Domingues, Manoel","1697","208"," "," "," ","229.7"," "
"S José e S Boaventura","Abreu, Manoel Gomes de","1697","208"," "," "," ","105.3"," "
"NS da Conceição S Antônio e Almas","Pina, Simão","1697","208"," "," "," ","105.3"," "
"NS da Piedade","Lua, Bartolomeu Nunes da","1697","208"," "," "," ","105.3"," "
"NS da Guia S Antônio e Almas","Martins, Francisco","1697","208"," "," "," ","229.7"," "
"NS da Conceição","Leão, Manoel da Silva","1697","208"," "," "," ","229.7"," "
"S Antônio e Almas","Monteiro, Manoel Luís","1697","208"," "," "," ","229.7"," "
"S Antônio e Almas","Lima, José Luís","1697","208"," "," "," ","105.3"," "
" "," ","1698","208"," "," "," ","355.7"," "
" "," ","1698","208"," "," "," ","355.7"," "
" "," ","1698","208"," "," "," ","355.7"," "
" "," ","1698","208"," "," "," ","355.7"," "
"NS do Monte do Carmo","Almeida, Cristóvão de","1698","208"," "," "," ","105.3"," "
"Santissimo Sacramento e NS da Conceição","Siqueira, João de","1698","208"," "," "," ","229.7"," "
"S José e S Boaventura","Abreu, Manoel Gomes de","1698","208"," "," "," ","105.3"," "
"NS da Conceição e Almas","Pereira, Constantino de Azevedo","1698","208"," "," "," ","229.7"," "
"S Antônio e Almas","Silva, Manoel da Costa da","1698","208"," "," "," ","229.7"," "
"S Cristo e NS da Conceição","Cardoso, Domingos","1698","208"," "," "," ","229.7"," "
"S José de Ribamar","Pires, Manoel","1698","208"," "," "," ","412"," "
"NS da Conceição e NS dos Prazeres","Reis, Antônio Neto dos","1698","208"," "," "," ","229.7"," "
"S Antônio e Almas","Garcia, Francisco","1699","208"," "," "," ","229.7"," "
"S Antônio e Almas","Almeida, José Francisco de","1698","208"," "," "," ","105.3"," "
"NS do Rosario S Antônio e Almas","Pereira, João","1698","208"," "," "," ","229.7"," "
"NS do Pilar e S Félix","Ponte, João de Souza da","1698","208"," "," "," ","105.3"," "
"NS da Conceição S Antônio e Almas","Carvalho, Manoel","1698","208"," "," "," ","105.3"," "
"NS da Luz e S Luzia","Peixoto, Manoel da Rocha","1698","208"," "," "," ","105.3"," "
"NS da Conceição e S Gonçalo","Geral, Domingos das Neves","1698","208"," "," "," ","105.3"," "
"Jesus Maria José e Santana","Moreira, Manoel Luís","1698","208"," "," "," ","229.7"," "
"NS do Monserrat e S Antônio","Costa, Belchior da","1698","208"," "," "," ","105.3"," "
"S Antônio e S Luís","Cruz, Antônio Álvares da","1698","208"," "," "," ","105.3"," "
"NS da Ajuda e Conceição","Ribeiro, Ambrósio","1698","208"," "," "," ","229.7"," "
" "," ","1698","208"," "," "," ","355.7"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1699","208"," "," "," ","229.7"," "
"S José e S Boaventura","Eça, Manoel Ferreira de","1699","208"," "," "," ","105.3"," "
"S Antônio e Almas","Silva, Francisco da Cunha","1699","208"," "," "," ","229.7"," "
"NS da Conceição e S Antônio","Mesquita, João Dias de","1699","208"," "," "," ","105.3"," "
"Santíssimo Sacramento e NS da Conceição","Siqueira, João de","1699","208"," "," "," ","229.7"," "
"NS da Ajuda e S Antônio","Valadão, Francisco Coelho","1699","208"," "," "," ","229.7"," "
"NS de Nazaré e S Luzia","Martins, Gaspar","1699","208"," "," "," ","105.3"," "
"S Antônio e NS da Conceição","Santos, Manoel Dias dos","1699","208"," "," "," ","229.7"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1699","208"," "," "," ","229.7"," "
"S João Batista e NS da Boa Hora","Rodrigues, José","1699","208"," "," "," ","105.3"," "
"S Antônio e Almas","Garcia, Francisco","1699","208"," "," "," ","229.7"," "
"NS da Conceição e Almas","Pereira, Constantino de Azevedo","1699","208"," "," "," ","229.7"," "
"S Antônio e Almas","Lima, José Luís","1699","208"," "," "," ","105.3"," "
"NS do Rosario S Antônio e Almas","Pereira, João","1699","208"," "," "," ","229.7"," "
"S Antônio","Araújo, Antônio Lourenço de","1699","208"," "," "," ","229.7"," "
"NS da Conceição S Antônio e Almas","Machado, Manoel","1699","208"," "," "," ","105.3"," "
"Jesus Maria José e Santana","Costa, Aleixo da","1699","208"," "," "," ","229.7"," "
"NS da Ajuda e Conceição","Ribeiro, Ambrósio","1699","208"," "," "," ","229.7"," "
"NS do Pilar e S Fé","Ponte, João de Souza da","1699","208"," "," "," ","105.3"," "
"NS das Neves e S Tomé","Correa, Tomé Francisco","1699","208"," "," "," ","105.3"," "
"NS do Monserrat e S Antônio","Porto, João André","1700","208"," "," "," ","105.3"," "
"S Antônio e Almas","Milha, Manoel","1700","208"," "," "," ","229.7"," "
"S Antônio e Almas","Garcia, Francisco","1700","208"," "," "," ","229.7"," "
"NS da Ajuda e S Antônio","Barbosa, Domingos da Cruz","1700","208"," "," "," ","229.7"," "
"S Cristo NS da Conceição e S Antônio","Santos, Manoel Dias dos","1700","208"," "," "," ","229.7"," "
"Santíssimo Sacramento e NS da Conceição","Siqueira, João de","1700","208"," "," "," ","229.7"," "
"NS da Conceição e S José","Quaresma, Domingos Vaz","1700","208"," "," "," ","105.3"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1700","208"," "," "," ","229.7"," "
"NS da Conceição e Almas","Loureiro, Domingos Gonçalves","1700","208"," "," "," ","229.7"," "
"NS do Rosario e S Antônio","Escolar, Manoel","1700","208"," "," "," ","229.7"," "
"S Cruz","Macedo, Domingos Ventura","1700","208"," "," "," ","319.3"," "
"NS da Conceição S Antônio e Almas","Mesquita, João Dias de","1700","208"," "," "," ","105.3"," "
"NS de Nazaré e S Luzia","Almeida, José Francisco","1700","208"," "," "," ","105.3"," "
"NS do Pilar e S José","Azevedo, Constantino de","1700","208"," "," "," ","229.7"," "
"Bom Jesus e NS da Conceição","Siqueira, João de","1700","208"," "," "," ","229.7"," "
"NS da Ajuda e S Antônio","Barbosa, Domingos da Cruz","1700","208"," "," "," ","229.7"," "
"S Antônio e Almas","Garcia, Francisco","1700","208"," "," "," ","229.7"," "
"NS da Vitória S Antônio e Almas","Pinto, Jerônimo (a) Pedro Fernandes","1700","208"," "," "," ","105.3"," "
"S Antônio","Pereira, João","1700","208"," "," "," ","105.3"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1700","208"," "," "," ","229.7"," "
"S Rafael e NS da Penha da França","Costa, Gonçalo da","1700","208"," "," "," ","229.7"," "
"NS da Ajuda e Conceição","Ribeiro, Ambrósio","1700","208"," "," "," ","229.7"," "
"S Cristo e NS da Conceição","Lopes, Sebastião","1700","208"," "," "," ","229.7"," "
"S Antônio e Almas","Duarte, José","1700","208"," "," "," ","229.7"," "
"S Antônio e Almas","Eça, Manoel Ferreira de","1700","208"," "," "," ","105.3"," "
"NS da Conceição","Costa, Manoel","1701","208"," "," "," ","229.7"," "
"NS do Rosario S Antônio e Almas","Gonçalves, Félix Souza","1701","208"," "," "," ","229.7"," "
"NS da Conceição e Almas","Loureiro, Domingos Gonçalves","1701","208"," "," "," ","229.7"," "
"Bom Jesus e NS da Conceição","Figueiredo, João Nunes de","1701","208"," "," "," ","229.7"," "
"NS da Ajuda e S Antônio","Barbosa, Domingos da Cruz","1701","208"," "," "," ","229.7"," "
"NS do Monserrat e S Antônio","André, João","1701","208"," "," "," ","105.3"," "
"NS do Pilar e S Fé","Ponte, João de Souza da","1701","208"," "," "," ","105.3"," "
"NS da Conceição e S Gonçalo","Lisboa, Antônio da Costa","1701","208"," "," "," ","105.3"," "
"S Antônio e Almas","Santos, João dos","1701","208"," "," "," ","229.7"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1701","208"," "," "," ","229.7"," "
"NS da Conceição e Loreto","Mendonça, Manoel de Sampaio de","1701","208"," "," "," ","105.3"," "
"NS do Pilar S José e Almas","Pereira, Constantino de Azevedo","1701","208"," "," "," ","229.7"," "
"S Cristo e NS da Conceição","Lopes, Sebastião","1701","208"," "," "," ","229.7"," "
"S Antônio e Almas","Duarte, José","1701","208"," "," "," ","229.7"," "
"NS das Neves e S Tomé","Machado, Manoel","1701","208"," "," "," ","105.3"," "
"S Antônio e S Luís","Veiga, Gaspar","1701","208"," "," "," ","105.3"," "
"S Cruz e NS da Boa Hora","Lima, João de Souza","1701","208"," "," "," ","319.3"," "
"NS da Ajuda e Conceição","Ribeiro, Ambrósio","1701","208"," "," "," ","229.7"," "
"Santíssimo Sacramento e NS da Conceição","Costa, Manoel da","1701","208"," "," "," ","229.7"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1701","208"," "," "," ","229.7"," "
"NS da Ajuda e S Antônio","Barbosa, Domingos da Cruz","1701","208"," "," "," ","229.7"," "
"S Antônio e Almas","Santos, João dos","1702","208"," "," "," ","229.7"," "
"S Antônio e Almas","Eça, Manoel Ferreira de","1702","208"," "," "," ","105.3"," "
"NS da Conceição e Almas","Loureiro, Domingos Gonçalves","1702","208"," "," "," ","229.7"," "
"NS Mãe de Deus","Apolinário, Manoel Luís de","1702","208"," "," "," ","260.4"," "
"NS do Rosario e S Antônio","Martins, Antônio","1702","208"," "," "," ","229.7"," "
"S Cristo e NS da Conceição","Batista, Francisco","1702","208"," "," "," ","229.7"," "
"S Antônio e Almas","Gonçalves, Francisco","1702","208"," "," "," ","229.7"," "
"NS do Monserrat e S Antônio","Costa, Estevão da","1702","208"," "," "," ","105.3"," "
"S Antônio","Lisboa, Antônio da Costa","1702","208"," "," "," ","105.3"," "
"S Antônio e Almas","Antônio, Manoel","1702","208"," "," "," ","128.6"," "
"NS do Pilar S Antônio e Almas","Pereira, Constantino de Azevedo","1702","208"," "," "," ","229.7"," "
"NS das Brotas e S Gonçalo","Campos, Antônio de Siqueira","1702","208"," "," "," ","229.7"," "
"Jesus Maria José","Lopes, Sebastião","1702","208"," "," "," ","412"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1702","208"," "," "," ","229.7"," "
"NS da Ajuda e S Antônio","Siqueira, João de","1702","208"," "," "," ","229.7"," "
"S Antônio e S Luís","Veiga, Gaspar","1702","208"," "," "," ","260.4"," "
"Bom Jesus S Antônio e Almas","Sampaio, Manoel de","1702","208"," "," "," ","229.7"," "
"Santíssimo Sacramento e NS da Conceição","Brás, Domingos","1702","208"," "," "," ","229.7"," "
"S Antônio e Almas","Santos, João dos","1702","208"," "," "," ","229.7"," "
"NS do Rosario e S Antônio","Garcia, Valério da Silva","1702","208"," "," "," ","229.7"," "
"NS da Ajuda e Conceição","Ribeiro, Ambrósio","1702","208"," "," "," ","229.7"," "
"NS do Bonsucesso","Nunes, João","1702","208"," "," "," ","319.3"," "
"NS de Nazaré e S Antônio","Madero, Gonçalo Gonçalves","1703","208"," "," "," ","208.9"," "
"NS da Conceição e Almas","Loureiro, Domingos Gonçalves","1703","208"," "," "," ","229.7"," "
"S Cristo e NS da Conceição","Batista, Francisco","1703","208"," "," "," ","229.7"," "
"S Antônio e S José","Pires, Francisco","1703","208"," "," "," ","229.7"," "
"NS da Conceição e Bonsucesso","Dourado, Domingos Fernandes","1703","208"," "," "," ","229.7"," "
"S Antônio e Almas","Castro, Manoel Gonçalves","1703","208"," "," "," ","229.7"," "
"NS da Ajuda S Antônio e Almas","Dias, Manoel Gonçalves","1703","208"," "," "," ","229.7"," "
"NS da Lapa e S José","Vila, Manoel Rodrigues","1703","208"," "," "," ","105.3"," "
"Jesus Maria José","Lopes, Sebastião","1703","208"," "," "," ","412"," "
"NS do Pilar S José e Almas","Lima, João de Souza","1703","208"," "," "," ","105.3"," "
"NS do Rosario e S Antônio","Garcia, Valério da Silva","1703","208"," "," "," ","229.7"," "
"Bom Jesus e NS da Conceição","Dourado, Domingos Fernandes","1703","208"," "," "," ","105.3"," "
"NS de Guadalupe Almas e S Antônio","Lima, Manoel Correa","1703","208"," "," "," ","229.7"," "
"Santíssimo Sacramento e NS da Conceição","Brás, Domingos","1703","208"," "," "," ","229.7"," "
"S Tomé e NS das Neves","Brito, Diogo Francisco de","1703","208"," "," "," ","105.3"," "
